,sentence,sentiment_polarity,sentiment_subjectivity
3405,RT @randyhillier: The Times\xe2\x80\x99 Leonhardt noted \xe2\x80\x9cThere is not a single documented Covid infection anywhere in the world from casual outdoor in\xe2\x80\xa6',-0.2321428571428572,0.5404761904761904
3406,"@CBCKamloops BioNTech \xe2\x80\x93 Pfizer COVID-19 vaccine:\n\n""Phase 3 Estimated Study Completion Date: January 31",0.0,0.0
3407,"@CBCNews Great news! (CBC May 12): Canada will pay compensations for ""DEATHS and injuries caused by COVID VACCINES""\xe2\x80\xa6 https://t.co/oQMMLzbBG",1.0,0.75
3408,https://t.co/vXDhZnTiJu NHS may face a million long Covid patients after pandemic https://t.co/7fWIB4Zngi',-0.05,0.4
3409,RT @revistaoeste: Lewandowski concede a Pazuello direito de ficar em sil\xc3\xaancio na CPI da Covid https://t.co/Bn5oRCD4W4',0.0,0.0
3410,"b""RT @Murat_Bayram_: Corona vir\xc3\xbcs i\xc3\xa7in al\xc4\xb1nan \xc3\xb6nlem ve tedbirlerin %1'i d\xc3\xbcnyan\xc4\xb1n ba\xc5\x9f\xc4\xb1na bela olan en b\xc3\xbcy\xc3\xbck vir\xc3\xbcs israil i\xc3\xa7in al\xc4\xb1nm\xc4\xb1\xc5\x9f olsayd\xc4\xb1.\xe2\x80\xa6""",0.0,0.0
3411,RT @ppbajpai: \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa4\xb0\xe0\xa4\xb8...\xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xb9\xe0\xa5\x80 \xe0\xa4\xb5\xe0\xa5\x88\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa5\x80\xe0\xa4\xa8\n\xe0\xa4\xac\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\x9f\xe0\xa5\x87\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x97\xe0\xa4\xbc\xe0\xa5\x88\xe0\xa4\xaa 12 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\x98\xe0\xa4\x9f\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xb0 8 \xe0\xa4\xb9\xe0\xa4\xab\xe0\xa4\xbc\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x97\xe0\xa4\x88..\n\xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x97\xe0\xa4\xbc\xe0\xa5\x88\xe0\xa4\xaa 6 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa4\xa2\xe0\xa4\xbc\xe0\xa4\xbe\xe0\xa4\x95\xe0\xa4\xb0 12 \xe0\xa4\xb9\xe0\xa4\xab\xe0\xa4\xbc\xe0\xa5\x8d\xe0\xa4\xa4\xe0\xa5\x87 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x97\xe0\xa4\x88...',0.0,0.0
3412,RT @EpochTimes: \xe2\x80\x9cFloridians should not be penalized for rejecting the overreach of local authorities through unnecessary mask mandates,-0.2,0.45
3413,RT @CarvalloCuevas: Amigos: Debemos dar el ejemplo al Mundo ,0.0,0.0
3414,"b""RT @dannykanell: So now @barstoolsports has handled Covid relief better than the government and now is saving Women's college golf too?? Ma\xe2\x80\xa6""",0.5,0.5
3415,RT @nhenriquezbt: Yo no se como voy a vivir la vida despu\xc3\xa9s del covid porque weona no soporto las filas,0.0,0.0
3416,RT @andra_ann: \xe0\xb9\x80\xe0\xb8\x84\xe0\xb8\xaa\xe0\xb8\x97\xe0\xb8\xb5\xe0\xb9\x88 UK \xe0\xb8\x99\xe0\xb8\xb5\xe0\xb9\x88\xe0\xb8\x9e\xe0\xb8\xad\xe0\xb8\x81\xe0\xb8\xb1\xe0\xb8\x9a\xe0\xb8\x9a\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99\xe0\xb9\x80\xe0\xb8\xa3\xe0\xb8\xb2 \xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\xa5\xe0\xb8\xb0\xe0\xb8\xaa\xe0\xb8\xad\xe0\xb8\x87\xe0\xb8\x9e\xe0\xb8\xb1\xe0\xb8\x99 \xe0\xb9\x81\xe0\xb8\x95\xe0\xb9\x88\xe0\xb9\x84\xe0\xb8\x9b\xe0\xb8\x94\xe0\xb8\xb9\xe0\xb8\x81\xe0\xb8\xa3\xe0\xb8\xb2\xe0\xb8\x9f\xe0\xb8\xa1\xe0\xb8\xb2 \xe0\xb9\x80\xe0\xb8\x82\xe0\xb8\xb2\xe0\xb8\x95\xe0\xb8\xa3\xe0\xb8\xa7\xe0\xb8\x88\xe0\xb8\xa7\xe0\xb8\xb1\xe0\xb8\x99\xe0\xb8\xa5\xe0\xb8\xb0\xe0\xb8\xa5\xe0\xb9\x89\xe0\xb8\xb2\xe0\xb8\x99...',0.0,0.0
3417,RT @jgarciabuitron: 2008 y 2020. Dos crisis en nuestra memoria. En la de Rajoy se destruyen 3.000.000 de empleos. Con @Yolanda_Diaz_ ,0.0,0.0
3418,RT @VincentRK: A lot of COVID deaths in India in young people who should be doing well &amp; recovering. \n\nI am making a plea to doctors in Ind\xe2\x80\xa6',0.1,0.4
3419,RT @DSSNewsUpdates: SALUTE TO CORONA WARRIORS- DOCTORS,0.0,0.0
3420,RT @amz360: So Haridwar is not noticing a surge but Dehra Dun is? Is it because of its proximity to farmer region?',0.0,0.0
3421,RT @CoronavirusNewv: \xf0\x9f\x8c\x8d \n\nMUERTES COVID \xc3\xbaltimo d\xc3\xada \n\n\xf0\x9f\x87\xae\xf0\x9f\x87\xb3 India 3.879\n\xf0\x9f\x87\xa7\xf0\x9f\x87\xb7 Brasil 2.211\n\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 EEUU 645\n\xf0\x9f\x87\xa6\xf0\x9f\x87\xb7 Argentina 601\n\xf0\x9f\x87\xa8\xf0\x9f\x87\xb4 Colombia 490\n\xf0\x9f\x87\xb7\xf0\x9f\x87\xba Rusia 39\xe2\x80\xa6',0.0,0.0
3422,Pag amping mo pirmi guys naa pa baya covid :(',-0.75,1.0
3423,@JackPosobiec I haven\xe2\x80\x99t worn a mask in Walmart since Covid came along\xf0\x9f\x92\x81',0.0,0.0
3424,@Samuel34420602 @paula_reisf pingando Covid KKKKKKKKK',0.0,0.0
3425,acabei de ver no tiktok um menino falando que n\xc3\xa3o vai tomar a vacina do covid pq tudo \xc3\xa9 lei da atra\xc3\xa7\xc3\xa3o e como ele n\xe2\x80\xa6 https://t.co/C79nVKjSlz',0.0,0.0
3426,@camfromthe216 You can still get COVID',0.0,0.0
3427,RT @VOptSubot: \xe3\x82\xb5\xe3\x82\xa4\xe3\x83\x90\xe3\x83\xbc\xe3\x82\xa8\xe3\x83\x9c\xe3\x81\xa7\xe3\x81\x8a\xe9\xa6\xb4\xe6\x9f\x93\xe3\x81\xbf\xe3\x81\xae\xe6\xbb\x9d\xe6\xb2\xa2\xe3\x81\x95\xe3\x82\x93\xe3\x81\x8cCovid-19\xe3\x81\xae\xe6\x84\x9f\xe6\x9f\x93\xe3\x81\xa7\xe3\x81\x8a\xe4\xba\xa1\xe3\x81\x8f\xe3\x81\xaa\xe3\x82\x8a\xe3\x81\xab\xe3\x81\xaa\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x80\x82\n\xe3\x81\x8a\xe6\x82\x94\xe3\x82\x84\xe3\x81\xbf\xe7\x94\xb3\xe3\x81\x97\xe4\xb8\x8a\xe3\x81\x92\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\nhttps://t.co/lXdPdmKubY',0.0,0.0
3428,\xe8\x85\xb9\xe6\x8a\xb1\xe3\x81\x88\xe3\x81\xa6\xe7\xac\x91\xe3\x81\xa3\xe3\x81\x9f\xe3\x80\x82',0.0,0.0
3429,RT @Flamencatrona_I: @mallagos https://t.co/zRHLdtcWD4',0.0,0.0
3430,RT @Butterfly7118: @WS_GARCIA_ @unstoppable8672 @osvaldo0128 @dralcantara1222 @JoseHoracioR @ZorrillaOzuna @RafaelE73077093 @holi_matos @aq\xe2\x80\xa6',0.0,0.0
3431,RT @CanaldoFalcao1: Esse bacharel em medicina,0.0,0.0
3432,RT @Margaret1473: I am thrilled to know that the CDC now feels confident that fully vaccinated people are at low risk of transmitting COVID\xe2\x80\xa6',0.3666666666666667,0.611111111111111
3433,RT @ElCaribeRD: La vicepresidenta de la Rep\xc3\xbabica,0.0,0.0
3434,Kalau abang ditakdirkan sebagai martir agar mereka yang tak percaya Covid ,0.0,0.0
3435,RT @OurWorldInData: According to our latest data,0.5,0.9
3436,@Artsy_Marxist CDC says that it is okay to exploit migrant workers and the youth,0.5,0.5
3437,The guy - proud father of two lil girls- who introduced me to Ninegag has lost his fight against Covid. Say farewel\xe2\x80\xa6 https://t.co/gIDYw9w9nO',0.8,1.0
3438,RT @slightwright: Can we get one more stimulus before the government completely pretends Covid is over? https://t.co/NF37vFMvHv',0.3,0.45
3439,RT @asomputra: And there are politicians like R Lalzirliana,0.0,0.0
3440,PF investiga Toffoli. \n\nFachin pro\xc3\xadbe a PF de investigar Toffoli.\n\nAssim fica f\xc3\xa1cil demais. \n\nSTF,0.0,0.0
3441,RT @heartof_thesea: Trump and COVID gave the entire news industry real tailwinds https://t.co/5oRNGdh4AT',0.1,0.4625
3442,RT @taniya__reena: The volunteers of @derasachasauda are providing fruits,0.0,0.0
3443,"b""RT @InsightGL: #IndianArmy #IndianNavy #indianairforce\n-That's Col Razaque CO of Unit\n-After a Unit JCO passed away due to #Corona he perfo\xe2\x80\xa6""",-0.125,0.375
3444,They stopped the covid-19 vaccine testing on animals because they were dying! https://t.co/WcOzXih8C8 @BitChute\xe3\x81\x8b\xe3\x82\x89',0.0,0.0
3445,RT @vinodkapri: \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\xb6 \xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xaa\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\x95\xe0\xa4\xbf #\xe0\xa4\x97\xe0\xa5\x8b\xe0\xa4\xb5\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x91\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\xb8\xe0\xa5\x80\xe0\xa4\x9c\xe0\xa4\xa8 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa4\xae\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x87 \xe0\xa4\xaa\xe0\xa4\xbf\xe0\xa4\x9b\xe0\xa4\xb2\xe0\xa5\x87 4 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\xa8 \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 75 \xe0\xa4\xb2\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa5\x8b\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xae\xe0\xa5\x8c\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x8b \xe0\xa4\x9a\xe0\xa5\x81\xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\x9c\xe0\xa5\x8d\xe0\xa4\xaf \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xae\xe0\xa5\x81\xe0\xa4\x96\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xae\xe0\xa4\x82\xe0\xa4\xa4\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\x94\xe0\xa4\xb0\xe2\x80\xa6',0.0,0.0
3446,"b""Why didn't WHO call original Chinese Virus",0.1875,0.375
3447,@VPrasadMDMPH @TheRationalMD Teacher here- disgusted with union- I tried to tell them they did not represent my vie\xe2\x80\xa6 https://t.co/do5WEoFdNj',-1.0,1.0
3448,RT @VincentRK: A lot of COVID deaths in India in young people who should be doing well &amp; recovering. \n\nI am making a plea to doctors in Ind\xe2\x80\xa6',0.1,0.4
3449,RT @BigPurr907: You can still get covid ... even though you\xe2\x80\x99re fully vaccinated',0.0,0.0
3450,"b""The Capitol is not any Reps' personal home where one can allow kids to live in the basement. It's OUR house!""",0.08522727272727272,0.4
3451,@_tayyaba_xx Says some one who thinks by using cow dung it cures  covid. India needs to sort its own mess  mass dea\xe2\x80\xa6 https://t.co/vBjtOPrhf3',0.09722222222222222,0.44722222222222224
3452,RT @CahayaSakinah_: Kalau lah Malaysia menang covid mcm dulu sampai 0 kes,0.0,0.0
3453,RT @CentralKimJisoo: A sobrinha da #JISOO est\xc3\xa1 internada! Um f\xc3\xa3 entrou em contato com a m\xc3\xa3e dela e a mesma disse que a filha estava com sin\xe2\x80\xa6',0.0,0.0
3454,\xe3\x80\x8cCOVID=\xe3\x82\xa8\xe3\x83\xb3\xe3\x83\x89\xe3\x83\x88\xe3\x82\xad\xe3\x82\xb7\xe3\x83\xb3\xe8\xa1\x80\xe7\x97\x87\xe3\x80\x8d\n\xe3\x82\x92\xe7\x9c\x8b\xe7\xa0\xb4\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xaf\xe8\xaa\x87\xe3\x82\x8a\xe3\x81\xa0\xe3\x81\xaa\xe3\x81\x81\n\n\xe5\x86\xb7\xe9\x9d\x99\xe3\x81\xaa\xe5\x8c\xbb\xe7\x99\x82\xe9\x96\xa2\xe4\xbf\x82\xe8\x80\x85/\xe5\xb4\x8e\xe8\xb0\xb7\xe5\x8c\xbb\xe5\xb8\xab\xe3\x83\x96\xe3\x83\xad\xe3\x82\xb0\xe8\xaa\xad\xe8\x80\x85\xe3\x81\xaa\xe3\x82\x89\xe6\x97\xa9\xe3\x80\x85\xe3\x81\xab\xe8\xbe\xbf\xe3\x82\x8a\xe7\x9d\x80\xe3\x81\x84\xe3\x81\x9f\xe3\x81\x8b\xe3\x82\x82\xe3\x81\x97\xe3\x82\x8c\xe3\x81\xbe\xe3\x81\x9b\xe3\x82\x93\xe3\x81\x8c\xe3\x80\x81\xe3\x81\xa9\xe3\x81\xa3\xe3\x81\xa1\xe3\x81\xa7\xe3\x82\x82\xe3\x81\xaa\xe3\x81\x8f\xe7\x8b\xac\xe5\x8a\x9b\xe3\x81\xa7\xe8\xbe\xbf\xe3\x82\x8a\xe7\x9d\x80\xe3\x81\x84\xe3\x81\x9f\xe3\x81\xae\xe3\x81\xaf\xe6\xb0\x97\xe6\x8c\x81\xe3\x81\xa1\xe3\x81\x84\xe3\x81\x84',0.0,0.0
3455,"@TimJDillon @joerogan   I guess continuing the lie about the COVID-19 ""vaccine"" ie gene therapy is what he has to d\xe2\x80\xa6 https://t.co/DHKOK0yxqy'",0.0,0.0
3456,RT @karajlahoria97: Result of 18 hr works.... \n\xe2\x88\x9aDestroyed the economy with Demonetisation.\n\xe2\x88\x9aUnplanned rollout of GST.\n\xe2\x88\x9aUnplanned Lockdown 1\xe2\x80\xa6',0.0,0.0
3457,@EdLatimore Covid was a true gift to public school teachers.',0.175,0.35833333333333334
3458,RT @DrAlexVsquez1: La vacuna contra el COVID 19,0.0,0.0
3459,RT @KhushnumaKashm1: Ensuring a deep connect with the people of #Kashmir and spreading awareness on the deadly #COVID19 virus to the far fl\xe2\x80\xa6',-0.03333333333333333,0.6
3460,RT @SRuhle: Why do people rage against the rich?\xf0\x9f\x91\x87\nLed his company to record profits from his home office.\nWhile front line workers risk the\xe2\x80\xa6',0.0,0.0
3461,Corona Treatment: \xe0\xa4\xae\xe0\xa4\xb9\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xb7\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa5\x8d\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x8f\xe0\xa4\x95 \xe0\xa4\xa1\xe0\xa5\x89\xe0\xa4\x95\xe0\xa5\x8d\xe0\xa4\x9f\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\xbe,0.0,0.0
3462,Tidak berziarah kubur selama covid-19 Satukan NKRI https://t.co/7e87NISXs4',0.0,0.0
3463,RT @slightwright: Can we get one more stimulus before the government completely pretends Covid is over? https://t.co/NF37vFMvHv',0.3,0.45
3464,@p3driver Not to worry,0.0,0.0
3465,RT @Vijayabaskarofl: ~139Cr was spent in ramping up O2 facilities,-0.1,0.1
3466,RT @FaheemYounus: Animal dung is not the ONLY factor for BLACK FUNGUS. But certain practices + soil contamination in developing countries m\xe2\x80\xa6',0.015873015873015872,0.6682539682539682
3467,RT @depheliolopes: Grande Dia!\nBrasil j\xc3\xa1 aplicou +50Milh\xc3\xb5es de doses de vacina COVID-19 https://t.co/JMt5EoCF4f',0.0,0.0
3468,RT @NC_Governor: North Carolina has removed its indoor mask mandate for most settings and lifted all mass gathering and social distancing l\xe2\x80\xa6',0.26666666666666666,0.2833333333333333
3469,lo \xc3\xbanico positivo desde que desaparec\xc3\xad fue el resultado del covid',0.0,0.0
3470,Waspadai potensi gelombang kedua kasus covid-19 pasca lebaran idul fitri\n\nSatukan NKRI https://t.co/XmcmU2AebX',0.0,0.0
3471,RT @brasil247: Brasil registra 2.211 novas mortes por Covid-19 e total atinge 432.628\nhttps://t.co/vitRKZTDt4',0.0,0.75
3472,RT @usatgraphics: Everyone over age 12 in the U.S. is eligible to receive a vaccine.\n\nVisit https://t.co/SAwv1nSm19 to find out where vacci\xe2\x80\xa6',0.0,0.0
3473,RT @cctheescholar: so if you\xe2\x80\x99re fully vaccinated,0.0,0.0
3474,Singam varathu kulla corona poida pothu vro. \n\nIvanuga pechu pundaya parea oru nai kooda mathikathu.',0.0,0.0
3475,RT @brendagrecco: M\xc3\xa1s de un a\xc3\xb1o del COVID y mi familia sigue intacta,0.0,0.0
3476,RT @Kicillofok: Acaba de llegar a mis manos un informe sobre la presencialidad en las escuelas realizado por prestigiosos investigadores ar\xe2\x80\xa6',0.0,0.0
3477,RT @softness_alert: Kudos to all the @derasachasauda volunteers for serving the humanity like always. From giving vitamin-C enriched fruits\xe2\x80\xa6',0.0,0.0
3478,RT @AdamCTrawick: \xe2\x80\x9cIn a year of Covid fear porn...the regime had no greater symbol than Dr. Fauci. Exposing him as a gross incompetent...di\xe2\x80\xa6',-0.125,0.25
3479,El arte de tomar medidas.... sin tomarlas',0.0,0.0
3480,RT @gustavobj64: Kicillof,0.0,0.0
3481,RT @OpIndia_com: According to authorities,0.0,0.0
3482,RT @BullishTopCalla: @zerohedge Great now there\xe2\x80\x99s covid on Mars .',0.8,0.75
3483,RT @ttindia: Delhi police,0.0,0.0
3484,RT @DSSNewsUpdates: SALUTE TO CORONA WARRIORS- DOCTORS,0.0,0.0
3485,@francoislegault Si tu bouge pas ton cul les jeunes vont capoter. Et moi qui respecte toutes tes consignes depuis 1\xe2\x80\xa6 https://t.co/n5xxjBV9L8',0.0,0.0
3486,RT @SbastienMlires1: No somos amigos pero es un gran profesional y s\xc3\xa9 la calidad de ser humano que es para sus seres queridos. @PatoCornejo\xe2\x80\xa6',0.0,0.0
3487,RT @KateClancy: My inbox and my mentions are completely full of people with all sorts of questions and concerns about their periods and the\xe2\x80\xa6',0.35,0.55
3488,@baldeagle @jmixxx @jefferino_co @adamcarolla Nobody is trying to control you.  You think putting on a freaking mas\xe2\x80\xa6 https://t.co/YcuXw98BNJ',0.0,0.0
3489,RT @amitmalviya: History of vaccines and when they came to India.\n\nRotavirus\nWorld \xe2\x80\x931998\nIndia \xe2\x80\x932015\n\nJapanese Encephalitis\nWorld \xe2\x80\x931930s\nIn\xe2\x80\xa6',0.0,0.0
3490,RT @padresorgnqn: Bocinazo por la presencialidad!!!\n#AbranLasEscuelas que es lo \xc3\xbanico que cerraron,0.0,0.0
3491,RT @AashishKhetan: Pfizer was the first to seek approval for its vaccine in India in Dec 2020. India first rejected it on spurious grounds\xe2\x80\xa6',0.25,0.3333333333333333
3492,RT @TheAnuragTyagi: Kehna bohot aasan hai ki hum sare safety ke measures ka dhyan rakhenge. Bache chhoro,0.0,0.0
3493,RT @sridhar1085: The @IYCTelangana launched an initiative \xe2\x80\x99Rahul Gandhi Cares\xe2\x80\x99\xe2\x80\x99 to assist and guide BPL families for Covid-19 vaccination a\xe2\x80\xa6',0.0,0.0
3494,@Rutvikkulkarni6 @iAtulB \xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\x9a\xe0\xa5\x87 Covid \xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x80\xe0\xa4\xb2 \xe0\xa4\x94\xe0\xa4\xb7\xe0\xa4\xa7\xe0\xa5\x8b\xe0\xa4\xaa\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xaa\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa5\x82\xe0\xa4\xa8 \xe0\xa4\xa4\xe0\xa4\xb0 \xe0\xa4\xae\xe0\xa4\xb2\xe0\xa4\xbe \xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\x9f\xe0\xa4\xa4 \xe0\xa4\xb9\xe0\xa5\x8b\xe0\xa4\xa4\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x80 \xe0\xa4\xab\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xae\xe0\xa4\xb8\xe0\xa5\x80 \xe0\xa4\xb8\xe0\xa5\x8b\xe0\xa4\xa1\xe0\xa5\x82\xe0\xa4\xa8 \xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\xb5\xe0\xa4\x82 \xf0\x9f\x98\x82\xf0\x9f\x98\x82',0.0,0.0
3495,Olha a\xc3\xad a galera do bem tripudiando em cima do sofrimento alheio. Tweet desumano do caralho.',0.0,0.0
3496,COVID-19 confirmed on Mars',0.4,1.0
3497,RT @furma180: Otro excelente m\xc3\xa9dico venezolano que perdi\xc3\xb3 la batalla frente al COVID 19. El Dr. Leopoldo Krulig,0.0,0.0
3498,RT @asomputra: And there are politicians like R Lalzirliana,0.0,0.0
3499,RT @ravish_chawla: I lost my pregnant wife and our unborn child to covid\n\nShe breathed her last on 26/4/21 and our unborn child a day earli\xe2\x80\xa6',0.16666666666666666,0.2833333333333333
3500,"#COVID\xe3\x83\xbc19  \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\xa6\xe0\xa4\xbe \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb8\xe0\xa4\xae\xe0\xa4\xaf \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 @Abvpjamshedpur \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\xa4"" \xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa4\xbf\xe0\xa4\xb7\xe0\xa4\xa6 \xe0\xa4\xad\xe0\xa5\x8b\xe0\xa4\x9c\xe0\xa4\xa8\xe0\xa4\xbe\xe0\xa4\xb2\xe0\xa4\xaf "" \xe0\xa4\xae\xe0\xa5\x87\xe0\xa4\x82 \xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa4\xb0\xe0\xa5\x80\xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\xb8\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\x82\xe0\xa4\xaf \xe0\xa4\xad\xe0\xa5\x8b\xe0\xa4\x9c\xe0\xa4\xa8 \xe0\xa4\xa4\xe0\xa5\x88\xe2\x80\xa6 https://t.co/rak1KbesUx'",0.0,0.0
3501,Cute that Kenney refuses any Federal support.\nAHS figures we are catching 25% of positive cases.\nNo federal Covid A\xe2\x80\xa6 https://t.co/Ci6eDriFiR',0.44242424242424244,0.8151515151515151
3502,Las autoridades de salud dieron a conocer,0.0,0.0
3503,RT @MichaelPSenger: Breaking: Criminal charges filed against Swiss Corona Task Force,-0.4,0.55
3504,RT @nofrills: https://t.co/7e0fS94M0Y \xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x82\xa8\xe3\x83\xab\xe3\x81\x8c\xe3\x80\x8c\xe3\x81\xa9\xe3\x81\x86\xe3\x81\xa0\xe3\x80\x81\xe6\x88\x91\xe3\x80\x85\xe3\x81\xae\xe3\x83\xaf\xe3\x82\xaf\xe3\x83\x81\xe3\x83\xb3\xe6\x8e\xa5\xe7\xa8\xae\xe3\x81\xaf\xe3\x81\x99\xe3\x81\x94\xe3\x81\x84\xe3\x81\xa0\xe3\x82\x8d\xe3\x81\x86\xe3\x80\x8d\xe3\x81\xa8\xe3\x83\x89\xe3\x83\xa4\xe9\xa1\x94\xe3\x82\x92\xe3\x81\x97\xe3\x80\x81\xe4\xb8\x96\xe7\x95\x8c\xe4\xb8\xad\xe3\x81\xae\xe7\xa7\x91\xe5\xad\xa6\xe8\x80\x85\xe3\x81\x8c\xe3\x81\x9d\xe3\x81\x93\xe3\x81\xa7\xe5\xbe\x97\xe3\x82\x89\xe3\x82\x8c\xe3\x81\x9f\xe3\x83\x87\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xab\xe7\xbe\xa4\xe3\x81\x8c\xe3\x82\x8b\xe6\xa8\xaa\xe3\x81\xa7\xe3\x80\x81\xe3\x81\x9a\xe3\x81\xa3\xe3\x81\xa8\xe7\x84\xa1\xe8\xa6\x96\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x8d\xe3\x81\x9f\xe8\xa2\xab\xe5\x8d\xa0\xe9\xa0\x98\xe5\x9c\xb0\xe3\x81\xae\xe4\xba\xba\xe3\x80\x85\xe3\x81\xae\xe3\x81\x86\xe3\x81\x88\xe3\x81\xab\xe3\x80\x81\xe4\xbb\x8a\xe5\xba\xa6\xe3\x81\xaf\xe3\x82\xa4\xe3\x82\xb9\xe3\x83\xa9\xe3\x82\xa8\xe3\x83\xab\xe3\x81\xae\xe6\xad\xa6\xe5\x8a\x9b\xe3\x81\x8c\xe8\xa1\x8c\xe4\xbd\xbf\xe3\x81\x95\xe3\x82\x8c\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe2\x80\xa6',0.0,0.0
3505,Aclarando,0.0,0.0
3506,RT @OpIndia_com: The famous British author JK Rowling\xe2\x80\x99s charitable organization,0.3666666666666667,0.6
